Block,Day,Plate,Date,StartTime,EndTime,Diet,Parasites,Clone,Rep,Well,Column,Treatment,Experiment,Died.After.Feed,Notes
3,7,3,1/10/2022,8:41,14:45,SM,Uninf,STD,1,A6,6,SMUninfSTD,Metsch,,
3,7,3,1/10/2022,8:41,14:45,SM,Uninf,STD,2,A7,7,SMUninfSTD,Metsch,,
3,7,3,1/10/2022,8:41,14:45,SM,Uninf,STD,3,A8,8,SMUninfSTD,Metsch,,
3,7,3,1/10/2022,8:41,14:45,SM,Uninf,STD,4,A9,9,SMUninfSTD,Metsch,,
3,7,3,1/10/2022,8:41,14:45,SM,Uninf,STD,5,A10,10,SMUninfSTD,Metsch,,
3,7,3,1/10/2022,8:41,14:45,SM,Uninf,NoDaphnia,NoDaphnia,A11,11,SMUninfNoDaphnia,Metsch,,
3,7,3,1/10/2022,8:41,14:45,SM,Uninf,NoAlgae,NoAlgae,A12,12,SMUninfNoAlgae,Metsch,,
3,7,4,1/10/2022,8:41,15:00,SM,Metsch,MID,1,A1,1,SMMetschMID,Metsch,,
3,7,4,1/10/2022,8:41,15:00,SM,Metsch,MID,2,A2,2,SMMetschMID,Metsch,,
3,7,4,1/10/2022,8:41,15:00,SM,Metsch,MID,3,A3,3,SMMetschMID,Metsch,,
3,7,4,1/10/2022,8:41,15:00,SM,Metsch,MID,4,A4,4,SMMetschMID,Metsch,,
3,7,4,1/10/2022,8:41,15:00,SM,Metsch,MID,5,A5,5,SMMetschMID,Metsch,,
3,7,4,1/10/2022,8:41,15:00,SM,Metsch,STD,1,A6,6,SMMetschSTD,Metsch,,
3,7,4,1/10/2022,8:41,15:00,SM,Metsch,STD,2,A7,7,SMMetschSTD,Metsch,,
3,7,4,1/10/2022,8:41,15:00,SM,Metsch,STD,3,A8,8,SMMetschSTD,Metsch,,
3,7,4,1/10/2022,8:41,15:00,SM,Metsch,STD,4,A9,9,SMMetschSTD,Metsch,,
3,7,4,1/10/2022,8:41,15:00,SM,Metsch,STD,5,A10,10,SMMetschSTD,Metsch,,
3,7,4,1/10/2022,8:41,15:00,SM,Metsch,NoDaphnia,NoDaphnia,A11,11,SMMetschNoDaphnia,Metsch,,
3,7,4,1/10/2022,8:41,15:00,SM,Metsch,NoAlgae,NoAlgae,A12,12,SMMetschNoAlgae,Metsch,,
3,7,5,1/10/2022,8:29,15:15,M,Uninf,MID,1,A1,1,MUninfMID,Metsch,,
3,7,5,1/10/2022,8:29,15:15,M,Uninf,MID,2,A2,2,MUninfMID,Metsch,,
3,7,5,1/10/2022,8:29,15:15,M,Uninf,MID,3,A3,3,MUninfMID,Metsch,,
3,7,5,1/10/2022,8:29,15:15,M,Uninf,MID,4,A4,4,MUninfMID,Metsch,,
3,7,5,1/10/2022,8:29,15:15,M,Uninf,MID,5,A5,5,MUninfMID,Metsch,,
3,7,5,1/10/2022,8:29,15:15,M,Uninf,STD,1,A6,6,MUninfSTD,Metsch,,
3,7,5,1/10/2022,8:29,15:15,M,Uninf,STD,2,A7,7,MUninfSTD,Metsch,,
3,7,5,1/10/2022,8:29,15:15,M,Uninf,STD,3,A8,8,MUninfSTD,Metsch,,
3,7,5,1/10/2022,8:29,15:15,M,Uninf,STD,4,A9,9,MUninfSTD,Metsch,,
3,7,5,1/10/2022,8:29,15:15,M,Uninf,STD,5,A10,10,MUninfSTD,Metsch,,
3,7,5,1/10/2022,8:29,15:15,M,Uninf,NoDaphnia,NoDaphnia,A11,11,MUninfNoDaphnia,Metsch,,
3,7,5,1/10/2022,8:29,15:15,M,Uninf,NoAlgae,NoAlgae,A12,12,MUninfNoAlgae,Metsch,,
3,7,6,1/10/2022,8:29,15:25,M,Metsch,MID,1,A1,1,MMetschMID,Metsch,,
3,7,6,1/10/2022,8:29,15:25,M,Metsch,MID,2,A2,2,MMetschMID,Metsch,,
3,7,6,1/10/2022,8:29,15:25,M,Metsch,MID,3,A3,3,MMetschMID,Metsch,,
3,7,6,1/10/2022,8:29,15:25,M,Metsch,MID,4,A4,4,MMetschMID,Metsch,,
3,7,6,1/10/2022,8:29,15:25,M,Metsch,MID,5,A5,5,MMetschMID,Metsch,,
3,7,6,1/10/2022,8:29,15:25,M,Metsch,STD,1,A6,6,MMetschSTD,Metsch,,
3,7,6,1/10/2022,8:29,15:25,M,Metsch,STD,2,A7,7,MMetschSTD,Metsch,,
3,7,6,1/10/2022,8:29,15:25,M,Metsch,STD,3,A8,8,MMetschSTD,Metsch,,
3,7,6,1/10/2022,8:29,15:25,M,Metsch,STD,4,A9,9,MMetschSTD,Metsch,,
3,7,6,1/10/2022,8:29,15:25,M,Metsch,STD,5,A10,10,MMetschSTD,Metsch,,
3,7,6,1/10/2022,8:29,15:25,M,Metsch,NoDaphnia,NoDaphnia,A11,11,MMetschNoDaphnia,Metsch,,
3,7,6,1/10/2022,8:29,15:25,M,Metsch,NoAlgae,NoAlgae,A12,12,MMetschNoAlgae,Metsch,,
3,7,7,1/10/2022,8:48,15:15,M+,Uninf,MID,1,A1,1,M+UninfMID,Metsch,,
3,7,7,1/10/2022,8:48,15:15,M+,Uninf,MID,2,A2,2,M+UninfMID,Metsch,,
3,7,7,1/10/2022,8:48,15:15,M+,Uninf,MID,3,A3,3,M+UninfMID,Metsch,,
3,7,7,1/10/2022,8:48,15:15,M+,Uninf,MID,4,A4,4,M+UninfMID,Metsch,,
3,7,7,1/10/2022,8:48,15:15,M+,Uninf,MID,5,A5,5,M+UninfMID,Metsch,,
3,7,7,1/10/2022,8:48,15:15,M+,Uninf,STD,1,A6,6,M+UninfSTD,Metsch,,
3,7,7,1/10/2022,8:48,15:15,M+,Uninf,STD,2,A7,7,M+UninfSTD,Metsch,,
3,7,7,1/10/2022,8:48,15:15,M+,Uninf,STD,3,A8,8,M+UninfSTD,Metsch,,
3,7,7,1/10/2022,8:48,15:15,M+,Uninf,STD,4,A9,9,M+UninfSTD,Metsch,,
3,7,7,1/10/2022,8:48,15:15,M+,Uninf,STD,5,A10,10,M+UninfSTD,Metsch,,
3,7,7,1/10/2022,8:48,15:15,M+,Uninf,NoDaphnia,NoDaphnia,A11,11,M+UninfNoDaphnia,Metsch,,
3,7,7,1/10/2022,8:48,15:15,M+,Uninf,NoAlgae,NoAlgae,A12,12,M+UninfNoAlgae,Metsch,,
3,7,8,1/10/2022,8:48,15:25,M+,Metsch,MID,1,A1,1,M+MetschMID,Metsch,,
3,7,8,1/10/2022,8:48,15:25,M+,Metsch,MID,2,A2,2,M+MetschMID,Metsch,,
3,7,8,1/10/2022,8:48,15:25,M+,Metsch,MID,3,A3,3,M+MetschMID,Metsch,,
3,7,8,1/10/2022,8:48,15:25,M+,Metsch,MID,4,A4,4,M+MetschMID,Metsch,,
3,7,8,1/10/2022,8:48,15:25,M+,Metsch,MID,5,A5,5,M+MetschMID,Metsch,,
3,7,8,1/10/2022,8:48,15:25,M+,Metsch,STD,1,A6,6,M+MetschSTD,Metsch,,
3,7,8,1/10/2022,8:48,15:25,M+,Metsch,STD,2,A7,7,M+MetschSTD,Metsch,,
3,7,8,1/10/2022,8:48,15:25,M+,Metsch,STD,3,A8,8,M+MetschSTD,Metsch,,
3,7,8,1/10/2022,8:48,15:25,M+,Metsch,STD,4,A9,9,M+MetschSTD,Metsch,,
3,7,8,1/10/2022,8:48,15:25,M+,Metsch,STD,5,A10,10,M+MetschSTD,Metsch,,
3,7,8,1/10/2022,8:48,15:25,M+,Metsch,NoDaphnia,NoDaphnia,A11,11,M+MetschNoDaphnia,Metsch,,
3,7,8,1/10/2022,8:48,15:25,M+,Metsch,NoAlgae,NoAlgae,A12,12,M+MetschNoAlgae,Metsch,,
4,8,1,1/11/2022,8:21,14:23,S,Uninf,STD,6,A1,1,SUninfSTD,Metsch,,
4,8,1,1/11/2022,8:21,14:23,S,Uninf,STD,8,A2,2,SUninfSTD,Metsch,,
4,8,1,1/11/2022,8:21,14:23,S,Uninf,STD,9,A3,3,SUninfSTD,Metsch,,
4,8,1,1/11/2022,8:21,14:23,S,Uninf,STD,10,A4,4,SUninfSTD,Metsch,,
4,8,1,1/11/2022,8:21,14:23,S,Uninf,MID,6,A5,5,SUninfMID,Metsch,,
4,8,1,1/11/2022,8:21,14:23,S,Uninf,MID,7,A6,6,SUninfMID,Metsch,,
4,8,1,1/11/2022,8:21,14:23,S,Uninf,MID,8,A7,7,SUninfMID,Metsch,,
4,8,1,1/11/2022,8:21,14:23,S,Uninf,MID,9,A8,8,SUninfMID,Metsch,,
4,8,1,1/11/2022,8:21,14:23,S,Uninf,MID,10,A9,9,SUninfMID,Metsch,,
4,8,1,1/11/2022,8:21,14:23,S,Uninf,NA,NA,A10,10,SUninfNA,Metsch,,
4,8,1,1/11/2022,8:21,14:23,S,Uninf,NoDaphnia,NoDaphnia,A11,11,SUninfNoDaphnia,Metsch,,
4,8,1,1/11/2022,8:21,14:23,S,Uninf,NoAlgae,NoAlgae,A12,12,SUninfNoAlgae,Metsch,,
4,8,2,1/11/2022,8:21,14:38,S,Metsch,STD,6,A1,1,SMetschSTD,Metsch,,
4,8,2,1/11/2022,8:21,14:38,S,Metsch,STD,7,A2,2,SMetschSTD,Metsch,,
4,8,2,1/11/2022,8:21,14:38,S,Metsch,STD,8,A3,3,SMetschSTD,Metsch,,
4,8,2,1/11/2022,8:21,14:38,S,Metsch,STD,9,A4,4,SMetschSTD,Metsch,,
4,8,2,1/11/2022,8:21,14:38,S,Metsch,STD,10,A5,5,SMetschSTD,Metsch,,
4,8,2,1/11/2022,8:21,14:38,S,Metsch,MID,6,A6,6,SMetschMID,Metsch,,
4,8,2,1/11/2022,8:21,14:38,S,Metsch,MID,7,A7,7,SMetschMID,Metsch,,
4,8,2,1/11/2022,8:21,14:38,S,Metsch,MID,8,A8,8,SMetschMID,Metsch,,
4,8,2,1/11/2022,8:21,14:38,S,Metsch,MID,9,A9,9,SMetschMID,Metsch,,
4,8,2,1/11/2022,8:21,14:38,S,Metsch,MID,10,A10,10,SMetschMID,Metsch,,
4,8,2,1/11/2022,8:21,14:38,S,Metsch,NoDaphnia,NoDaphnia,A11,11,SMetschNoDaphnia,Metsch,,
4,8,2,1/11/2022,8:21,14:38,S,Metsch,NoAlgae,NoAlgae,A12,12,SMetschNoAlgae,Metsch,,
4,8,3,1/11/2022,8:31,14:36,M,Uninf,MID,6,A1,1,MUninfMID,Metsch,,
4,8,3,1/11/2022,8:31,14:36,M,Uninf,MID,7,A2,2,MUninfMID,Metsch,,
4,8,3,1/11/2022,8:31,14:36,M,Uninf,MID,8,A3,3,MUninfMID,Metsch,,
4,8,3,1/11/2022,8:31,14:36,M,Uninf,MID,10,A4,4,MUninfMID,Metsch,,
4,8,3,1/11/2022,8:31,14:36,M,Uninf,STD,6,A5,5,MUninfSTD,Metsch,,
4,8,3,1/11/2022,8:31,14:36,M,Uninf,STD,7,A6,6,MUninfSTD,Metsch,,
4,8,3,1/11/2022,8:31,14:36,M,Uninf,STD,8,A7,7,MUninfSTD,Metsch,,
4,8,3,1/11/2022,8:31,14:36,M,Uninf,STD,9,A8,8,MUninfSTD,Metsch,,
4,8,3,1/11/2022,8:31,14:36,M,Uninf,STD,10,A9,9,MUninfSTD,Metsch,,
4,8,3,1/11/2022,8:31,14:36,M,Uninf,NA,NA,A10,10,MUninfNA,Metsch,,
4,8,3,1/11/2022,8:31,14:36,M,Uninf,NoDaphnia,NoDaphnia,A11,11,MUninfNoDaphnia,Metsch,,
4,8,3,1/11/2022,8:31,14:36,M,Uninf,NoAlgae,NoAlgae,A12,12,MUninfNoAlgae,Metsch,,
4,8,4,1/11/2022,8:31,14:45,M,Metsch,MID,6,A1,1,MMetschMID,Metsch,Y,died
4,8,4,1/11/2022,8:31,14:45,M,Metsch,MID,7,A2,2,MMetschMID,Metsch,,
4,8,4,1/11/2022,8:31,14:45,M,Metsch,MID,8,A3,3,MMetschMID,Metsch,,
4,8,4,1/11/2022,8:31,14:45,M,Metsch,MID,9,A4,4,MMetschMID,Metsch,,
4,8,4,1/11/2022,8:31,14:45,M,Metsch,MID,10,A5,5,MMetschMID,Metsch,Y,died
4,8,4,1/11/2022,8:31,14:45,M,Metsch,STD,6,A6,6,MMetschSTD,Metsch,,
4,8,4,1/11/2022,8:31,14:45,M,Metsch,STD,7,A7,7,MMetschSTD,Metsch,Y,died
4,8,4,1/11/2022,8:31,14:45,M,Metsch,STD,8,A8,8,MMetschSTD,Metsch,Y,died
4,8,4,1/11/2022,8:31,14:45,M,Metsch,STD,9,A9,9,MMetschSTD,Metsch,Y,died
4,8,4,1/11/2022,8:31,14:45,M,Metsch,STD,10,A10,10,MMetschSTD,Metsch,Y,died
4,8,4,1/11/2022,8:31,14:45,M,Metsch,NoDaphnia,NoDaphnia,A11,11,MMetschNoDaphnia,Metsch,,
4,8,4,1/11/2022,8:31,14:45,M,Metsch,NoAlgae,NoAlgae,A12,12,MMetschNoAlgae,Metsch,,
4,8,5,1/11/2022,8:47,14:51,SM,Uninf,MID,6,A1,1,SMUninfMID,Metsch,,
4,8,5,1/11/2022,8:47,14:51,SM,Uninf,MID,7,A2,2,SMUninfMID,Metsch,,
4,8,5,1/11/2022,8:47,14:51,SM,Uninf,MID,8,A3,3,SMUninfMID,Metsch,,
4,8,5,1/11/2022,8:47,14:51,SM,Uninf,MID,9,A4,4,SMUninfMID,Metsch,,
4,8,5,1/11/2022,8:47,14:51,SM,Uninf,MID,10,A5,5,SMUninfMID,Metsch,,
4,8,5,1/11/2022,8:47,14:51,SM,Uninf,STD,6,A6,6,SMUninfSTD,Metsch,,
4,8,5,1/11/2022,8:47,14:51,SM,Uninf,STD,7,A7,7,SMUninfSTD,Metsch,,
4,8,5,1/11/2022,8:47,14:51,SM,Uninf,STD,8,A8,8,SMUninfSTD,Metsch,,
4,8,5,1/11/2022,8:47,14:51,SM,Uninf,STD,9,A9,9,SMUninfSTD,Metsch,,
4,8,5,1/11/2022,8:47,14:51,SM,Uninf,STD,10,A10,10,SMUninfSTD,Metsch,,
4,8,5,1/11/2022,8:47,14:51,SM,Uninf,NoDaphnia,NoDaphnia,A11,11,SMUninfNoDaphnia,Metsch,,
4,8,5,1/11/2022,8:47,14:51,SM,Uninf,NoAlgae,NoAlgae,A12,12,SMUninfNoAlgae,Metsch,,
4,8,6,1/11/2022,8:46,14:56,M+,Uninf,MID,6,A1,1,M+UninfMID,Metsch,,
4,8,6,1/11/2022,8:46,14:56,M+,Uninf,MID,7,A2,2,M+UninfMID,Metsch,,
4,8,6,1/11/2022,8:46,14:56,M+,Uninf,MID,8,A3,3,M+UninfMID,Metsch,,
4,8,6,1/11/2022,8:46,14:56,M+,Uninf,MID,9,A4,4,M+UninfMID,Metsch,,
4,8,6,1/11/2022,8:46,14:56,M+,Uninf,MID,10,A5,5,M+UninfMID,Metsch,,
4,8,6,1/11/2022,8:46,14:56,M+,Uninf,STD,6,A6,6,M+UninfSTD,Metsch,,
4,8,6,1/11/2022,8:46,14:56,M+,Uninf,STD,7,A7,7,M+UninfSTD,Metsch,,
4,8,6,1/11/2022,8:46,14:56,M+,Uninf,STD,8,A8,8,M+UninfSTD,Metsch,,
4,8,6,1/11/2022,8:46,14:56,M+,Uninf,STD,9,A9,9,M+UninfSTD,Metsch,,
4,8,6,1/11/2022,8:46,14:56,M+,Uninf,STD,10,A10,10,M+UninfSTD,Metsch,,
4,8,6,1/11/2022,8:46,14:56,M+,Uninf,NoDaphnia,NoDaphnia,A11,11,M+UninfNoDaphnia,Metsch,,
4,8,6,1/11/2022,8:46,14:56,M+,Uninf,NoAlgae,NoAlgae,A12,12,M+UninfNoAlgae,Metsch,,
4,8,7,1/11/2022,8:47,15:03,SM,Metsch,MID,6,A1,1,SMMetschMID,Metsch,,
4,8,7,1/11/2022,8:47,15:03,SM,Metsch,MID,7,A2,2,SMMetschMID,Metsch,,
4,8,7,1/11/2022,8:47,15:03,SM,Metsch,MID,9,A3,3,SMMetschMID,Metsch,Y,died
4,8,7,1/11/2022,8:47,15:03,SM,Metsch,MID,10,A4,4,SMMetschMID,Metsch,,
4,8,7,1/11/2022,8:47,15:03,SM,Metsch,STD,6,A5,5,SMMetschSTD,Metsch,,
4,8,7,1/11/2022,8:47,15:03,SM,Metsch,STD,7,A6,6,SMMetschSTD,Metsch,,
4,8,7,1/11/2022,8:47,15:03,SM,Metsch,STD,8,A7,7,SMMetschSTD,Metsch,,
4,8,7,1/11/2022,8:47,15:03,SM,Metsch,STD,9,A8,8,SMMetschSTD,Metsch,,
4,8,7,1/11/2022,8:47,15:03,SM,Metsch,STD,10,A9,9,SMMetschSTD,Metsch,,
4,8,7,1/11/2022,8:47,15:03,SM,Metsch,NA,NA,A10,10,SMMetschNA,Metsch,,
4,8,7,1/11/2022,8:47,15:03,SM,Metsch,NoDaphnia,NoDaphnia,A11,11,SMMetschNoDaphnia,Metsch,,
4,8,7,1/11/2022,8:47,15:03,SM,Metsch,NoAlgae,NoAlgae,A12,12,SMMetschNoAlgae,Metsch,,
4,8,8,1/11/2022,8:46,15:06,M+,Metsch,MID,6,A1,1,M+MetschMID,Metsch,,
4,8,8,1/11/2022,8:46,15:06,M+,Metsch,MID,7,A2,2,M+MetschMID,Metsch,,
4,8,8,1/11/2022,8:46,15:06,M+,Metsch,MID,8,A3,3,M+MetschMID,Metsch,,
4,8,8,1/11/2022,8:46,15:06,M+,Metsch,MID,9,A4,4,M+MetschMID,Metsch,,
4,8,8,1/11/2022,8:46,15:06,M+,Metsch,MID,10,A5,5,M+MetschMID,Metsch,,
4,8,8,1/11/2022,8:46,15:06,M+,Metsch,STD,6,A6,6,M+MetschSTD,Metsch,,
4,8,8,1/11/2022,8:46,15:06,M+,Metsch,STD,7,A7,7,M+MetschSTD,Metsch,,
4,8,8,1/11/2022,8:46,15:06,M+,Metsch,STD,8,A8,8,M+MetschSTD,Metsch,,
4,8,8,1/11/2022,8:46,15:06,M+,Metsch,STD,9,A9,9,M+MetschSTD,Metsch,,
4,8,8,1/11/2022,8:46,15:06,M+,Metsch,STD,10,A10,10,M+MetschSTD,Metsch,,
4,8,8,1/11/2022,8:46,15:06,M+,Metsch,NoDaphnia,NoDaphnia,A11,11,M+MetschNoDaphnia,Metsch,,
4,8,8,1/11/2022,8:46,15:06,M+,Metsch,NoAlgae,NoAlgae,A12,12,M+MetschNoAlgae,Metsch,,
3,14,1,1/17/2022,8:34,14:38,S,Uninf,MID,1,A1,1,SUninfMID,Metsch,,
3,14,1,1/17/2022,8:34,14:38,S,Uninf,MID,2,A2,2,SUninfMID,Metsch,,
3,14,1,1/17/2022,8:34,14:38,S,Uninf,MID,3,A3,3,SUninfMID,Metsch,,
3,14,1,1/17/2022,8:34,14:38,S,Uninf,MID,4,A4,4,SUninfMID,Metsch,,
3,14,1,1/17/2022,8:34,14:38,S,Uninf,MID,5,A5,5,SUninfMID,Metsch,,
3,14,1,1/17/2022,8:34,14:38,S,Uninf,STD,1,A6,6,SUninfSTD,Metsch,,
3,14,1,1/17/2022,8:34,14:38,S,Uninf,STD,2,A7,7,SUninfSTD,Metsch,,
3,14,1,1/17/2022,8:34,14:38,S,Uninf,STD,3,A8,8,SUninfSTD,Metsch,,
3,14,1,1/17/2022,8:34,14:38,S,Uninf,STD,4,A9,9,SUninfSTD,Metsch,,
3,14,1,1/17/2022,8:34,14:38,S,Uninf,NA,NA,A10,10,SUninfNA,Metsch,,
3,14,1,1/17/2022,8:34,14:38,S,Uninf,NoDaphnia,NoDaphnia,A11,11,SUninfNoDaphnia,Metsch,,
3,14,1,1/17/2022,8:34,14:38,S,Uninf,NoAlgae,NoAlgae,A12,12,SUninfNoAlgae,Metsch,,
3,14,2,1/17/2022,8:34,14:50,S,Metsch,MID,1,A1,1,SMetschMID,Metsch,,
3,14,2,1/17/2022,8:34,14:50,S,Metsch,MID,2,A2,2,SMetschMID,Metsch,,
3,14,2,1/17/2022,8:34,14:50,S,Metsch,MID,3,A3,3,SMetschMID,Metsch,,
3,14,2,1/17/2022,8:34,14:50,S,Metsch,MID,4,A4,4,SMetschMID,Metsch,,
3,14,2,1/17/2022,8:34,14:50,S,Metsch,MID,5,A5,5,SMetschMID,Metsch,,
3,14,2,1/17/2022,8:34,14:50,S,Metsch,STD,1,A6,6,SMetschSTD,Metsch,,
3,14,2,1/17/2022,8:34,14:50,S,Metsch,STD,3,A7,7,SMetschSTD,Metsch,,
3,14,2,1/17/2022,8:34,14:50,S,Metsch,STD,4,A8,8,SMetschSTD,Metsch,,
3,14,2,1/17/2022,8:34,14:50,S,Metsch,STD,5,A9,9,SMetschSTD,Metsch,,
3,14,2,1/17/2022,8:34,14:50,S,Metsch,NA,NA,A10,10,SMetschNA,Metsch,,
3,14,2,1/17/2022,8:34,14:50,S,Metsch,NoDaphnia,NoDaphnia,A11,11,SMetschNoDaphnia,Metsch,,
3,14,2,1/17/2022,8:34,14:50,S,Metsch,NoAlgae,NoAlgae,A12,12,SMetschNoAlgae,Metsch,,
3,14,3,1/17/2022,8:38,14:38,M,Uninf,MID,1,A1,1,MUninfMID,Metsch,,
3,14,3,1/17/2022,8:38,14:38,M,Uninf,MID,2,A2,2,MUninfMID,Metsch,,
3,14,3,1/17/2022,8:38,14:38,M,Uninf,MID,3,A3,3,MUninfMID,Metsch,,
3,14,3,1/17/2022,8:38,14:38,M,Uninf,MID,4,A4,4,MUninfMID,Metsch,,
3,14,3,1/17/2022,8:38,14:38,M,Uninf,MID,5,A5,5,MUninfMID,Metsch,,
3,14,3,1/17/2022,8:38,14:38,M,Uninf,STD,1,A6,6,MUninfSTD,Metsch,,
3,14,3,1/17/2022,8:38,14:38,M,Uninf,STD,2,A7,7,MUninfSTD,Metsch,,
3,14,3,1/17/2022,8:38,14:38,M,Uninf,STD,3,A8,8,MUninfSTD,Metsch,,
3,14,3,1/17/2022,8:38,14:38,M,Uninf,STD,4,A9,9,MUninfSTD,Metsch,,
3,14,3,1/17/2022,8:38,14:38,M,Uninf,STD,5,A10,10,MUninfSTD,Metsch,,
3,14,3,1/17/2022,8:38,14:38,M,Uninf,NoDaphnia,NoDaphnia,A11,11,MUninfNoDaphnia,Metsch,,
3,14,3,1/17/2022,8:38,14:38,M,Uninf,NoAlgae,NoAlgae,A12,12,MUninfNoAlgae,Metsch,,
3,14,4,1/17/2022,8:38,14:55,M,Metsch,STD,4,A1,1,MMetschSTD,Metsch,,
3,14,4,1/17/2022,8:38,14:55,M,Metsch,STD,5,A2,2,MMetschSTD,Metsch,,
3,14,4,1/17/2022,8:38,14:55,M,Metsch,MID,1,A3,3,MMetschMID,Metsch,,
3,14,4,1/17/2022,8:38,14:55,M,Metsch,MID,2,A4,4,MMetschMID,Metsch,,
3,14,4,1/17/2022,8:38,14:55,M,Metsch,MID,3,A5,5,MMetschMID,Metsch,,
3,14,4,1/17/2022,8:38,14:55,M,Metsch,MID,4,A6,6,MMetschMID,Metsch,,
3,14,4,1/17/2022,8:38,14:55,M,Metsch,MID,5,A7,7,MMetschMID,Metsch,,
3,14,4,1/17/2022,8:38,14:55,M,Metsch,NA,NA,A8,8,MMetschNA,Metsch,,
3,14,4,1/17/2022,8:38,14:55,M,Metsch,NA,NA,A9,9,MMetschNA,Metsch,,
3,14,4,1/17/2022,8:38,14:55,M,Metsch,NA,NA,A10,10,MMetschNA,Metsch,,
3,14,4,1/17/2022,8:38,14:55,M,Metsch,NoDaphnia,NoDaphnia,A11,11,MMetschNoDaphnia,Metsch,,
3,14,4,1/17/2022,8:38,14:55,M,Metsch,NoAlgae,NoAlgae,A12,12,MMetschNoAlgae,Metsch,,
3,14,5,1/17/2022,8:49,15:02,SM,Uninf,MID,1,A1,1,SMUninfMID,Metsch,,
3,14,5,1/17/2022,8:49,15:02,SM,Uninf,MID,2,A2,2,SMUninfMID,Metsch,,
3,14,5,1/17/2022,8:49,15:02,SM,Uninf,MID,3,A3,3,SMUninfMID,Metsch,,
3,14,5,1/17/2022,8:49,15:02,SM,Uninf,MID,4,A4,4,SMUninfMID,Metsch,,
3,14,5,1/17/2022,9:25,15:02,SM,Uninf,MID,5,A5,5,SMUninfMID,Metsch,,started at 9:25 b/c missed initially
3,14,5,1/17/2022,8:49,15:02,SM,Uninf,STD,1,A6,6,SMUninfSTD,Metsch,,
3,14,5,1/17/2022,8:49,15:02,SM,Uninf,STD,2,A7,7,SMUninfSTD,Metsch,,
3,14,5,1/17/2022,8:49,15:02,SM,Uninf,STD,3,A8,8,SMUninfSTD,Metsch,,
