Unique.code,Diet,Parasites,Clone,Rep,Block,lifespan.days,Infection,InfectionStatus,Day,Offspring,Length
S Uninf MID 3,S,Uninfected,Mid37,3,3,23,Uninfected,0,8,0,NA
S Uninf MID 3,S,Uninfected,Mid37,3,3,23,Uninfected,0,10,0,NA
S Uninf MID 3,S,Uninfected,Mid37,3,3,23,Uninfected,0,12,0,NA
S Uninf MID 3,S,Uninfected,Mid37,3,3,23,Uninfected,0,14,0,1204.79
S Uninf MID 3,S,Uninfected,Mid37,3,3,23,Uninfected,0,15,2,NA
S Uninf MID 3,S,Uninfected,Mid37,3,3,23,Uninfected,0,16,1,NA
S Uninf MID 3,S,Uninfected,Mid37,3,3,23,Uninfected,0,19,2,NA
S Uninf MID 3,S,Uninfected,Mid37,3,3,23,Uninfected,0,21,0,1472.72
S Uninf MID 3,S,Uninfected,Mid37,3,3,23,Uninfected,0,22,NA,NA
S Uninf MID 3,S,Uninfected,Mid37,3,3,23,Uninfected,0,23,3,NA
S Uninf MID 3,S,Uninfected,Mid37,3,3,23,Uninfected,0,24,4,1529.6
S Uninf MID 4,S,Uninfected,Mid37,4,3,23,Uninfected,0,7,0,1011.5
S Uninf MID 4,S,Uninfected,Mid37,4,3,23,Uninfected,0,8,0,NA
S Uninf MID 4,S,Uninfected,Mid37,4,3,23,Uninfected,0,10,0,NA
S Uninf MID 4,S,Uninfected,Mid37,4,3,23,Uninfected,0,12,2,NA
S Uninf MID 4,S,Uninfected,Mid37,4,3,23,Uninfected,0,14,0,1299.57
S Uninf MID 4,S,Uninfected,Mid37,4,3,23,Uninfected,0,15,NA,NA
S Uninf MID 4,S,Uninfected,Mid37,4,3,23,Uninfected,0,16,4,NA
S Uninf MID 4,S,Uninfected,Mid37,4,3,23,Uninfected,0,19,2,NA
S Uninf MID 4,S,Uninfected,Mid37,4,3,23,Uninfected,0,21,3,NA
S Uninf MID 4,S,Uninfected,Mid37,4,3,23,Uninfected,0,22,NA,1395.65
S Uninf MID 4,S,Uninfected,Mid37,4,3,23,Uninfected,0,23,0,NA
S Uninf MID 4,S,Uninfected,Mid37,4,3,23,Uninfected,0,24,0,1483.53
S Uninf MID 5,S,Uninfected,Mid37,5,3,23,Uninfected,0,7,0,1016.76
S Uninf MID 5,S,Uninfected,Mid37,5,3,23,Uninfected,0,8,0,NA
S Uninf MID 5,S,Uninfected,Mid37,5,3,23,Uninfected,0,10,0,NA
S Uninf MID 5,S,Uninfected,Mid37,5,3,23,Uninfected,0,12,2,NA
S Uninf MID 5,S,Uninfected,Mid37,5,3,23,Uninfected,0,14,0,1198.15
S Uninf MID 5,S,Uninfected,Mid37,5,3,23,Uninfected,0,15,NA,NA
S Uninf MID 5,S,Uninfected,Mid37,5,3,23,Uninfected,0,16,3,NA
S Uninf MID 5,S,Uninfected,Mid37,5,3,23,Uninfected,0,19,2,NA
S Uninf MID 5,S,Uninfected,Mid37,5,3,23,Uninfected,0,21,0,1489.88
S Uninf MID 5,S,Uninfected,Mid37,5,3,23,Uninfected,0,22,NA,1508.01
S Uninf MID 5,S,Uninfected,Mid37,5,3,23,Uninfected,0,23,6,NA
S Uninf MID 5,S,Uninfected,Mid37,5,3,23,Uninfected,0,24,0,1568.82
S Uninf MID 6,S,Uninfected,Mid37,6,4,23,Uninfected,0,7,0,NA
S Uninf MID 6,S,Uninfected,Mid37,6,4,23,Uninfected,0,8,0,943.05
S Uninf MID 6,S,Uninfected,Mid37,6,4,23,Uninfected,0,10,0,NA
S Uninf MID 6,S,Uninfected,Mid37,6,4,23,Uninfected,0,12,2,NA
S Uninf MID 6,S,Uninfected,Mid37,6,4,23,Uninfected,0,14,NA,NA
S Uninf MID 6,S,Uninfected,Mid37,6,4,23,Uninfected,0,15,0,1211.25
S Uninf MID 6,S,Uninfected,Mid37,6,4,23,Uninfected,0,16,3,NA
S Uninf MID 6,S,Uninfected,Mid37,6,4,23,Uninfected,0,19,2,NA
S Uninf MID 6,S,Uninfected,Mid37,6,4,23,Uninfected,0,21,NA,NA
S Uninf MID 6,S,Uninfected,Mid37,6,4,23,Uninfected,0,22,0,1381.12
S Uninf MID 6,S,Uninfected,Mid37,6,4,23,Uninfected,0,23,5,NA
S Uninf MID 6,S,Uninfected,Mid37,6,4,23,Uninfected,0,24,0,1453.49
S Uninf MID 7,S,Uninfected,Mid37,7,4,23,Uninfected,0,7,0,NA
S Uninf MID 7,S,Uninfected,Mid37,7,4,23,Uninfected,0,8,0,1153.16
S Uninf MID 7,S,Uninfected,Mid37,7,4,23,Uninfected,0,10,0,NA
S Uninf MID 7,S,Uninfected,Mid37,7,4,23,Uninfected,0,12,4,NA
S Uninf MID 7,S,Uninfected,Mid37,7,4,23,Uninfected,0,14,NA,NA
S Uninf MID 7,S,Uninfected,Mid37,7,4,23,Uninfected,0,15,0,1441.21
S Uninf MID 7,S,Uninfected,Mid37,7,4,23,Uninfected,0,16,4,NA
S Uninf MID 7,S,Uninfected,Mid37,7,4,23,Uninfected,0,19,2,NA
S Uninf MID 7,S,Uninfected,Mid37,7,4,23,Uninfected,0,21,NA,NA
S Uninf MID 7,S,Uninfected,Mid37,7,4,23,Uninfected,0,22,0,1591.14
S Uninf MID 7,S,Uninfected,Mid37,7,4,23,Uninfected,0,23,3,NA
S Uninf MID 7,S,Uninfected,Mid37,7,4,23,Uninfected,0,24,4,1653.72
S Uninf MID 8,S,Uninfected,Mid37,8,4,23,Uninfected,0,7,0,NA
S Uninf MID 8,S,Uninfected,Mid37,8,4,23,Uninfected,0,8,0,999.57
S Uninf MID 8,S,Uninfected,Mid37,8,4,23,Uninfected,0,10,0,NA
S Uninf MID 8,S,Uninfected,Mid37,8,4,23,Uninfected,0,12,2,NA
S Uninf MID 8,S,Uninfected,Mid37,8,4,23,Uninfected,0,14,3,NA
S Uninf MID 8,S,Uninfected,Mid37,8,4,23,Uninfected,0,15,0,1250.15
S Uninf MID 8,S,Uninfected,Mid37,8,4,23,Uninfected,0,16,0,NA
S Uninf MID 8,S,Uninfected,Mid37,8,4,23,Uninfected,0,19,2,NA
S Uninf MID 8,S,Uninfected,Mid37,8,4,23,Uninfected,0,21,NA,NA
S Uninf MID 8,S,Uninfected,Mid37,8,4,23,Uninfected,0,22,0,1459.43
S Uninf MID 8,S,Uninfected,Mid37,8,4,23,Uninfected,0,23,3,NA
S Uninf MID 8,S,Uninfected,Mid37,8,4,23,Uninfected,0,24,3,1528.99
S Uninf MID 9,S,Uninfected,Mid37,9,4,23,Uninfected,0,7,0,NA
S Uninf MID 9,S,Uninfected,Mid37,9,4,23,Uninfected,0,8,0,959.73
S Uninf MID 9,S,Uninfected,Mid37,9,4,23,Uninfected,0,10,0,NA
S Uninf MID 9,S,Uninfected,Mid37,9,4,23,Uninfected,0,12,2,NA
S Uninf MID 9,S,Uninfected,Mid37,9,4,23,Uninfected,0,14,1,NA
S Uninf MID 9,S,Uninfected,Mid37,9,4,23,Uninfected,0,15,0,1262.55
S Uninf MID 9,S,Uninfected,Mid37,9,4,23,Uninfected,0,16,0,NA
S Uninf MID 9,S,Uninfected,Mid37,9,4,23,Uninfected,0,19,3,NA
S Uninf MID 9,S,Uninfected,Mid37,9,4,23,Uninfected,0,21,NA,NA
S Uninf MID 9,S,Uninfected,Mid37,9,4,23,Uninfected,0,22,0,1464.02
S Uninf MID 9,S,Uninfected,Mid37,9,4,23,Uninfected,0,23,7,NA
S Uninf MID 9,S,Uninfected,Mid37,9,4,23,Uninfected,0,24,0,1522.54
S Uninf MID 10,S,Uninfected,Mid37,10,4,23,Uninfected,0,7,0,NA
S Uninf MID 10,S,Uninfected,Mid37,10,4,23,Uninfected,0,8,0,924.53
S Uninf MID 10,S,Uninfected,Mid37,10,4,23,Uninfected,0,10,0,NA
S Uninf MID 10,S,Uninfected,Mid37,10,4,23,Uninfected,0,12,1,NA
S Uninf MID 10,S,Uninfected,Mid37,10,4,23,Uninfected,0,14,NA,NA
S Uninf MID 10,S,Uninfected,Mid37,10,4,23,Uninfected,0,15,0,1277.71
S Uninf MID 10,S,Uninfected,Mid37,10,4,23,Uninfected,0,16,3,NA
S Uninf MID 10,S,Uninfected,Mid37,10,4,23,Uninfected,0,19,2,NA
S Uninf MID 10,S,Uninfected,Mid37,10,4,23,Uninfected,0,21,NA,NA
S Uninf MID 10,S,Uninfected,Mid37,10,4,23,Uninfected,0,22,0,1429.73
S Uninf MID 10,S,Uninfected,Mid37,10,4,23,Uninfected,0,23,5,NA
S Uninf MID 10,S,Uninfected,Mid37,10,4,23,Uninfected,0,24,0,1468.13
S:M Uninf MID 1,SM,Uninfected,Mid37,1,3,23,Uninfected,0,7,0,734.11
S:M Uninf MID 1,SM,Uninfected,Mid37,1,3,23,Uninfected,0,8,0,NA
S:M Uninf MID 1,SM,Uninfected,Mid37,1,3,23,Uninfected,0,10,0,NA
S:M Uninf MID 1,SM,Uninfected,Mid37,1,3,23,Uninfected,0,12,0,NA
S:M Uninf MID 1,SM,Uninfected,Mid37,1,3,23,Uninfected,0,14,0,1011.22
S:M Uninf MID 1,SM,Uninfected,Mid37,1,3,23,Uninfected,0,15,NA,NA
S:M Uninf MID 1,SM,Uninfected,Mid37,1,3,23,Uninfected,0,16,0,NA
S:M Uninf MID 1,SM,Uninfected,Mid37,1,3,23,Uninfected,0,19,0,NA
S:M Uninf MID 1,SM,Uninfected,Mid37,1,3,23,Uninfected,0,21,2,1255.3
S:M Uninf MID 1,SM,Uninfected,Mid37,1,3,23,Uninfected,0,22,NA,NA
S:M Uninf MID 1,SM,Uninfected,Mid37,1,3,23,Uninfected,0,23,0,NA
S:M Uninf MID 1,SM,Uninfected,Mid37,1,3,23,Uninfected,0,24,2,1296.33
S:M Uninf MID 2,SM,Uninfected,Mid37,2,3,23,Uninfected,0,7,0,880.09
S:M Uninf MID 2,SM,Uninfected,Mid37,2,3,23,Uninfected,0,8,0,NA
S:M Uninf MID 2,SM,Uninfected,Mid37,2,3,23,Uninfected,0,10,0,NA
S:M Uninf MID 2,SM,Uninfected,Mid37,2,3,23,Uninfected,0,12,0,NA
S:M Uninf MID 2,SM,Uninfected,Mid37,2,3,23,Uninfected,0,14,0,1111.87
S:M Uninf MID 2,SM,Uninfected,Mid37,2,3,23,Uninfected,0,15,NA,NA
S:M Uninf MID 2,SM,Uninfected,Mid37,2,3,23,Uninfected,0,16,1,NA
S:M Uninf MID 2,SM,Uninfected,Mid37,2,3,23,Uninfected,0,19,0,NA
S:M Uninf MID 2,SM,Uninfected,Mid37,2,3,23,Uninfected,0,21,0,1291.48
S:M Uninf MID 2,SM,Uninfected,Mid37,2,3,23,Uninfected,0,22,NA,NA
S:M Uninf MID 2,SM,Uninfected,Mid37,2,3,23,Uninfected,0,23,3,NA
S:M Uninf MID 2,SM,Uninfected,Mid37,2,3,23,Uninfected,0,24,0,1333.79
S:M Uninf MID 3,SM,Uninfected,Mid37,3,3,23,Uninfected,0,7,0,819.07
S:M Uninf MID 3,SM,Uninfected,Mid37,3,3,23,Uninfected,0,8,0,NA
S:M Uninf MID 3,SM,Uninfected,Mid37,3,3,23,Uninfected,0,10,0,NA
S:M Uninf MID 3,SM,Uninfected,Mid37,3,3,23,Uninfected,0,12,0,NA
S:M Uninf MID 3,SM,Uninfected,Mid37,3,3,23,Uninfected,0,14,0,1023.46
S:M Uninf MID 3,SM,Uninfected,Mid37,3,3,23,Uninfected,0,15,NA,NA
S:M Uninf MID 3,SM,Uninfected,Mid37,3,3,23,Uninfected,0,16,1,NA
S:M Uninf MID 3,SM,Uninfected,Mid37,3,3,23,Uninfected,0,19,0,NA
S:M Uninf MID 3,SM,Uninfected,Mid37,3,3,23,Uninfected,0,21,0,1226.85
S:M Uninf MID 3,SM,Uninfected,Mid37,3,3,23,Uninfected,0,22,NA,NA
S:M Uninf MID 3,SM,Uninfected,Mid37,3,3,23,Uninfected,0,23,0,NA
S:M Uninf MID 3,SM,Uninfected,Mid37,3,3,23,Uninfected,0,24,2,1274.83
S:M Uninf MID 4,SM,Uninfected,Mid37,4,3,23,Uninfected,0,7,0,839.56
S:M Uninf MID 4,SM,Uninfected,Mid37,4,3,23,Uninfected,0,8,0,NA
S:M Uninf MID 4,SM,Uninfected,Mid37,4,3,23,Uninfected,0,10,0,NA
S:M Uninf MID 4,SM,Uninfected,Mid37,4,3,23,Uninfected,0,12,0,NA
S:M Uninf MID 4,SM,Uninfected,Mid37,4,3,23,Uninfected,0,14,0,1068.88
S:M Uninf MID 4,SM,Uninfected,Mid37,4,3,23,Uninfected,0,15,NA,NA
S:M Uninf MID 4,SM,Uninfected,Mid37,4,3,23,Uninfected,0,16,1,NA
S:M Uninf MID 4,SM,Uninfected,Mid37,4,3,23,Uninfected,0,19,1,NA
S:M Uninf MID 4,SM,Uninfected,Mid37,4,3,23,Uninfected,0,21,0,1280.99
S:M Uninf MID 4,SM,Uninfected,Mid37,4,3,23,Uninfected,0,22,NA,NA
S:M Uninf MID 4,SM,Uninfected,Mid37,4,3,23,Uninfected,0,23,2,NA
S:M Uninf MID 4,SM,Uninfected,Mid37,4,3,23,Uninfected,0,24,0,1342.13
S:M Uninf MID 5,SM,Uninfected,Mid37,5,3,23,Uninfected,0,7,0,891.63
S:M Uninf MID 5,SM,Uninfected,Mid37,5,3,23,Uninfected,0,8,0,NA
S:M Uninf MID 5,SM,Uninfected,Mid37,5,3,23,Uninfected,0,10,0,NA
S:M Uninf MID 5,SM,Uninfected,Mid37,5,3,23,Uninfected,0,12,0,NA
S:M Uninf MID 5,SM,Uninfected,Mid37,5,3,23,Uninfected,0,14,0,1105.69
S:M Uninf MID 5,SM,Uninfected,Mid37,5,3,23,Uninfected,0,15,NA,NA
S:M Uninf MID 5,SM,Uninfected,Mid37,5,3,23,Uninfected,0,16,2,NA
S:M Uninf MID 5,SM,Uninfected,Mid37,5,3,23,Uninfected,0,19,0,NA
S:M Uninf MID 5,SM,Uninfected,Mid37,5,3,23,Uninfected,0,21,0,1241.26
S:M Uninf MID 5,SM,Uninfected,Mid37,5,3,23,Uninfected,0,22,NA,NA
S:M Uninf MID 5,SM,Uninfected,Mid37,5,3,23,Uninfected,0,23,2,NA
S:M Uninf MID 5,SM,Uninfected,Mid37,5,3,23,Uninfected,0,24,0,1312.43
S:M Uninf MID 6,SM,Uninfected,Mid37,6,4,23,Uninfected,0,7,0,NA
S:M Uninf MID 6,SM,Uninfected,Mid37,6,4,23,Uninfected,0,8,0,899.92
S:M Uninf MID 6,SM,Uninfected,Mid37,6,4,23,Uninfected,0,10,0,NA
S:M Uninf MID 6,SM,Uninfected,Mid37,6,4,23,Uninfected,0,12,0,NA
S:M Uninf MID 6,SM,Uninfected,Mid37,6,4,23,Uninfected,0,14,NA,NA
S:M Uninf MID 6,SM,Uninfected,Mid37,6,4,23,Uninfected,0,15,0,1123.17
S:M Uninf MID 6,SM,Uninfected,Mid37,6,4,23,Uninfected,0,16,1,NA
S:M Uninf MID 6,SM,Uninfected,Mid37,6,4,23,Uninfected,0,19,0,NA
S:M Uninf MID 6,SM,Uninfected,Mid37,6,4,23,Uninfected,0,21,NA,NA
S:M Uninf MID 6,SM,Uninfected,Mid37,6,4,23,Uninfected,0,22,0,1263.92
S:M Uninf MID 6,SM,Uninfected,Mid37,6,4,23,Uninfected,0,23,0,NA
S:M Uninf MID 6,SM,Uninfected,Mid37,6,4,23,Uninfected,0,24,0,1287.72
S:M Uninf MID 7,SM,Uninfected,Mid37,7,4,11,Uninfected,NA,7,0,NA
S:M Uninf MID 7,SM,Uninfected,Mid37,7,4,11,Uninfected,NA,8,0,888.04
S:M Uninf MID 7,SM,Uninfected,Mid37,7,4,11,Uninfected,NA,10,0,NA
S:M Uninf MID 7,SM,Uninfected,Mid37,7,4,11,Uninfected,NA,12,0,NA
S:M Uninf MID 7,SM,Uninfected,Mid37,7,4,11,Uninfected,NA,14,NA,NA
S:M Uninf MID 7,SM,Uninfected,Mid37,7,4,11,Uninfected,NA,15,NA,NA
S:M Uninf MID 7,SM,Uninfected,Mid37,7,4,11,Uninfected,NA,16,NA,NA
S:M Uninf MID 7,SM,Uninfected,Mid37,7,4,11,Uninfected,NA,19,NA,NA
S:M Uninf MID 7,SM,Uninfected,Mid37,7,4,11,Uninfected,NA,21,NA,NA
S:M Uninf MID 7,SM,Uninfected,Mid37,7,4,11,Uninfected,NA,22,NA,NA
S:M Uninf MID 7,SM,Uninfected,Mid37,7,4,11,Uninfected,NA,23,NA,NA
S:M Uninf MID 7,SM,Uninfected,Mid37,7,4,11,Uninfected,NA,24,NA,NA
S:M Uninf MID 8,SM,Uninfected,Mid37,8,4,23,Uninfected,0,7,0,NA
S:M Uninf MID 8,SM,Uninfected,Mid37,8,4,23,Uninfected,0,8,0,892.66
S:M Uninf MID 8,SM,Uninfected,Mid37,8,4,23,Uninfected,0,10,0,NA
S:M Uninf MID 8,SM,Uninfected,Mid37,8,4,23,Uninfected,0,12,0,NA
S:M Uninf MID 8,SM,Uninfected,Mid37,8,4,23,Uninfected,0,14,NA,NA
S:M Uninf MID 8,SM,Uninfected,Mid37,8,4,23,Uninfected,0,15,0,1089.19
S:M Uninf MID 8,SM,Uninfected,Mid37,8,4,23,Uninfected,0,16,1,NA
S:M Uninf MID 8,SM,Uninfected,Mid37,8,4,23,Uninfected,0,19,1,NA
S:M Uninf MID 8,SM,Uninfected,Mid37,8,4,23,Uninfected,0,21,NA,NA
S:M Uninf MID 8,SM,Uninfected,Mid37,8,4,23,Uninfected,0,22,0,1271.19
S:M Uninf MID 8,SM,Uninfected,Mid37,8,4,23,Uninfected,0,23,2,NA
S:M Uninf MID 8,SM,Uninfected,Mid37,8,4,23,Uninfected,0,24,2,1332.04
S:M Uninf MID 9,SM,Uninfected,Mid37,9,4,23,Uninfected,0,7,0,NA
S:M Uninf MID 9,SM,Uninfected,Mid37,9,4,23,Uninfected,0,8,0,852.28
S:M Uninf MID 9,SM,Uninfected,Mid37,9,4,23,Uninfected,0,10,0,NA
S:M Uninf MID 9,SM,Uninfected,Mid37,9,4,23,Uninfected,0,12,0,NA
S:M Uninf MID 9,SM,Uninfected,Mid37,9,4,23,Uninfected,0,14,NA,NA
S:M Uninf MID 9,SM,Uninfected,Mid37,9,4,23,Uninfected,0,15,0,1104.76
S:M Uninf MID 9,SM,Uninfected,Mid37,9,4,23,Uninfected,0,16,1,NA
S:M Uninf MID 9,SM,Uninfected,Mid37,9,4,23,Uninfected,0,19,0,NA
S:M Uninf MID 9,SM,Uninfected,Mid37,9,4,23,Uninfected,0,21,NA,NA
S:M Uninf MID 9,SM,Uninfected,Mid37,9,4,23,Uninfected,0,22,0,1336.08
S:M Uninf MID 9,SM,Uninfected,Mid37,9,4,23,Uninfected,0,23,1,NA
S:M Uninf MID 9,SM,Uninfected,Mid37,9,4,23,Uninfected,0,24,0,1357.12
S:M Uninf MID 10,SM,Uninfected,Mid37,10,4,23,Uninfected,0,7,0,NA
S:M Uninf MID 10,SM,Uninfected,Mid37,10,4,23,Uninfected,0,8,0,902.36
S:M Uninf MID 10,SM,Uninfected,Mid37,10,4,23,Uninfected,0,10,0,NA
S:M Uninf MID 10,SM,Uninfected,Mid37,10,4,23,Uninfected,0,12,0,NA
S:M Uninf MID 10,SM,Uninfected,Mid37,10,4,23,Uninfected,0,14,NA,NA
S:M Uninf MID 10,SM,Uninfected,Mid37,10,4,23,Uninfected,0,15,0,1140.71
S:M Uninf MID 10,SM,Uninfected,Mid37,10,4,23,Uninfected,0,16,2,NA
S:M Uninf MID 10,SM,Uninfected,Mid37,10,4,23,Uninfected,0,19,1,NA
S:M Uninf MID 10,SM,Uninfected,Mid37,10,4,23,Uninfected,0,21,NA,NA
S:M Uninf MID 10,SM,Uninfected,Mid37,10,4,23,Uninfected,0,22,0,1274.53
S:M Uninf MID 10,SM,Uninfected,Mid37,10,4,23,Uninfected,0,23,4,NA
S:M Uninf MID 10,SM,Uninfected,Mid37,10,4,23,Uninfected,0,24,0,1319.21
M Uninf MID 1,M,Uninfected,Mid37,1,3,23,Uninfected,0,7,0,720.21
M Uninf MID 1,M,Uninfected,Mid37,1,3,23,Uninfected,0,8,0,NA
M Uninf MID 1,M,Uninfected,Mid37,1,3,23,Uninfected,0,10,0,NA
M Uninf MID 1,M,Uninfected,Mid37,1,3,23,Uninfected,0,12,0,NA
M Uninf MID 1,M,Uninfected,Mid37,1,3,23,Uninfected,0,14,0,909.25
M Uninf MID 1,M,Uninfected,Mid37,1,3,23,Uninfected,0,15,NA,NA
M Uninf MID 1,M,Uninfected,Mid37,1,3,23,Uninfected,0,16,0,NA
M Uninf MID 1,M,Uninfected,Mid37,1,3,23,Uninfected,0,19,0,NA
M Uninf MID 1,M,Uninfected,Mid37,1,3,23,Uninfected,0,21,0,1113.44
M Uninf MID 1,M,Uninfected,Mid37,1,3,23,Uninfected,0,22,NA,NA
M Uninf MID 1,M,Uninfected,Mid37,1,3,23,Uninfected,0,23,0,NA
M Uninf MID 1,M,Uninfected,Mid37,1,3,23,Uninfected,0,24,1,1216.98
M Uninf MID 2,M,Uninfected,Mid37,2,3,23,Uninfected,0,7,0,873.02
M Uninf MID 2,M,Uninfected,Mid37,2,3,23,Uninfected,0,8,0,NA
M Uninf MID 2,M,Uninfected,Mid37,2,3,23,Uninfected,0,10,0,NA
M Uninf MID 2,M,Uninfected,Mid37,2,3,23,Uninfected,0,12,0,NA
M Uninf MID 2,M,Uninfected,Mid37,2,3,23,Uninfected,0,14,0,1090
M Uninf MID 2,M,Uninfected,Mid37,2,3,23,Uninfected,0,15,NA,NA
M Uninf MID 2,M,Uninfected,Mid37,2,3,23,Uninfected,0,16,1,NA
M Uninf MID 2,M,Uninfected,Mid37,2,3,23,Uninfected,0,19,1,NA
M Uninf MID 2,M,Uninfected,Mid37,2,3,23,Uninfected,0,21,0,1251.41
M Uninf MID 2,M,Uninfected,Mid37,2,3,23,Uninfected,0,22,NA,NA
M Uninf MID 2,M,Uninfected,Mid37,2,3,23,Uninfected,0,23,4,NA
M Uninf MID 2,M,Uninfected,Mid37,2,3,23,Uninfected,0,24,0,1319.79
M Uninf MID 3,M,Uninfected,Mid37,3,3,23,Uninfected,0,7,0,800.82
M Uninf MID 3,M,Uninfected,Mid37,3,3,23,Uninfected,0,8,0,NA
M Uninf MID 3,M,Uninfected,Mid37,3,3,23,Uninfected,0,10,0,NA
M Uninf MID 3,M,Uninfected,Mid37,3,3,23,Uninfected,0,12,0,NA
M Uninf MID 3,M,Uninfected,Mid37,3,3,23,Uninfected,0,14,0,983.17
M Uninf MID 3,M,Uninfected,Mid37,3,3,23,Uninfected,0,15,NA,NA
M Uninf MID 3,M,Uninfected,Mid37,3,3,23,Uninfected,0,16,0,NA
M Uninf MID 3,M,Uninfected,Mid37,3,3,23,Uninfected,0,19,1,NA
M Uninf MID 3,M,Uninfected,Mid37,3,3,23,Uninfected,0,21,0,1233.82
M Uninf MID 3,M,Uninfected,Mid37,3,3,23,Uninfected,0,22,NA,NA
M Uninf MID 3,M,Uninfected,Mid37,3,3,23,Uninfected,0,23,2,NA
M Uninf MID 3,M,Uninfected,Mid37,3,3,23,Uninfected,0,24,2,1317.63
M Uninf MID 4,M,Uninfected,Mid37,4,3,17,Uninfected,0,7,0,867.31
M Uninf MID 4,M,Uninfected,Mid37,4,3,17,Uninfected,0,8,0,NA
M Uninf MID 4,M,Uninfected,Mid37,4,3,17,Uninfected,0,10,0,NA
M Uninf MID 4,M,Uninfected,Mid37,4,3,17,Uninfected,0,12,0,NA
M Uninf MID 4,M,Uninfected,Mid37,4,3,17,Uninfected,0,14,0,1080.04
M Uninf MID 4,M,Uninfected,Mid37,4,3,17,Uninfected,0,15,NA,NA
M Uninf MID 4,M,Uninfected,Mid37,4,3,17,Uninfected,0,16,1,NA
M Uninf MID 4,M,Uninfected,Mid37,4,3,17,Uninfected,0,19,NA,NA
M Uninf MID 4,M,Uninfected,Mid37,4,3,17,Uninfected,0,21,NA,NA
M Uninf MID 4,M,Uninfected,Mid37,4,3,17,Uninfected,0,22,NA,NA
M Uninf MID 4,M,Uninfected,Mid37,4,3,17,Uninfected,0,23,NA,NA
M Uninf MID 4,M,Uninfected,Mid37,4,3,17,Uninfected,0,24,NA,NA
M Uninf MID 5,M,Uninfected,Mid37,5,3,23,Uninfected,0,7,0,957.86
M Uninf MID 5,M,Uninfected,Mid37,5,3,23,Uninfected,0,8,0,NA
M Uninf MID 5,M,Uninfected,Mid37,5,3,23,Uninfected,0,10,0,NA
M Uninf MID 5,M,Uninfected,Mid37,5,3,23,Uninfected,0,12,0,NA
M Uninf MID 5,M,Uninfected,Mid37,5,3,23,Uninfected,0,14,0,1119.89
M Uninf MID 5,M,Uninfected,Mid37,5,3,23,Uninfected,0,15,NA,NA
M Uninf MID 5,M,Uninfected,Mid37,5,3,23,Uninfected,0,16,1,NA
M Uninf MID 5,M,Uninfected,Mid37,5,3,23,Uninfected,0,19,0,NA
M Uninf MID 5,M,Uninfected,Mid37,5,3,23,Uninfected,0,21,0,1313.59
M Uninf MID 5,M,Uninfected,Mid37,5,3,23,Uninfected,0,22,NA,NA
M Uninf MID 5,M,Uninfected,Mid37,5,3,23,Uninfected,0,23,2,NA
M Uninf MID 5,M,Uninfected,Mid37,5,3,23,Uninfected,0,24,1,1326.42
M Uninf MID 6,M,Uninfected,Mid37,6,4,23,Uninfected,0,7,0,NA
M Uninf MID 6,M,Uninfected,Mid37,6,4,23,Uninfected,0,8,0,902.82
