Block,Day,Plate,Week,Date,StartTime,EndTime,Diet,Parasites,Clone,Rep,Well,Row,Column,Treatment,Experiment,Died.After.Resp,O2.sat.per.hr,mean.control.O2.sat,sd.control.O2.sat,VO2,metabolic.rate,Notes
2,7,2,1,11/15/2021,11:39,14:01,SM,Blank,Blank,3,B1,B,1,SMBlankBlank,Past,N,-1.67497296210427,-1.82019963257192,0.660843520322335,-1.78628804675206e-05,-0.00035957978381119,
2,7,2,1,11/15/2021,11:39,14:01,SM,Pasteuria,MID,10,B2,B,2,SMPasteuriaMID,Past,N,-2.97014476962779,-1.82019963257192,0.660843520322335,0.000141443251857873,0.00284725265989897,
2,7,2,1,11/15/2021,11:39,14:01,SM,Uninf,MID,6,B3,B,3,SMUninfMID,Past,N,-1.91526536002035,-1.82019963257192,0.660843520322335,1.16930844761571e-05,0.000235381790505042,
2,7,2,1,11/15/2021,11:39,14:01,SM,Pasteuria,STD,9,B4,B,4,SMPasteuriaSTD,Past,N,-1.53556024136949,-1.82019963257192,0.660843520322335,-3.50106451178985e-05,-0.000704764286223298,
2,7,2,1,11/15/2021,11:39,14:01,SM,Uninf,MID,9,B5,B,5,SMUninfMID,Past,N,-1.63468395031884,-1.82019963257192,0.660843520322335,-2.28184289171286e-05,-0.000459334974101799,
2,7,2,1,11/15/2021,11:39,14:01,SM,Pasteuria,MID,6,B6,B,6,SMPasteuriaMID,Past,N,-1.86125509199909,-1.82019963257192,0.660843520322335,5.0498215095416e-06,0.000101652906987072,
2,7,2,1,11/15/2021,11:39,14:01,SM,Uninf,STD,8,C1,C,1,SMUninfSTD,Past,N,-2.70076528449877,-1.82019963257192,0.660843520322335,0.000108309575187002,0.00218027174851436,
2,7,2,1,11/15/2021,11:39,14:01,SM,Uninf,STD,10,C2,C,2,SMUninfSTD,Past,Y,-3.01863882446895,-1.82019963257192,0.660843520322335,0.000147408020603335,0.00296732345474514,Died during respiration trial
2,7,2,1,11/15/2021,11:39,14:01,SM,Pasteuria,STD,8,C3,C,3,SMPasteuriaSTD,Past,N,-2.68609505804781,-1.82019963257192,0.660843520322335,0.000106505137333535,0.00214394841452407,
2,7,2,1,11/15/2021,11:39,14:01,SM,Blank,Blank,1,C4,C,4,SMBlankBlank,Past,N,-1.2454584556629,-1.82019963257192,0.660843520322335,-7.06931647598095e-05,-0.00142305340661497,
2,7,2,1,11/15/2021,11:39,14:01,SM,Pasteuria,MID,8,C5,C,5,SMPasteuriaMID,Past,N,-1.95779243876028,-1.82019963257192,0.660843520322335,1.69239151611688e-05,0.000340678412194328,
2,7,2,1,11/15/2021,11:39,14:01,SM,Uninf,MID,7,C6,C,6,SMUninfMID,Past,N,-1.98366975485136,-1.82019963257192,0.660843520322335,2.01068250403715e-05,0.000404750388062679,
2,7,2,1,11/15/2021,11:39,14:01,SM,Pasteuria,STD,7,D1,D,1,SMPasteuriaSTD,Past,N,-1.93731435587634,-1.82019963257192,0.660843520322335,1.44051109664436e-05,0.000289974883754511,
2,7,2,1,11/15/2021,11:39,14:01,SM,Uninf,MID,8,D2,D,2,SMUninfMID,Past,N,-2.99707303788882,-1.82019963257192,0.660843520322335,0.000144755428853979,0.0029139267828306,
2,7,2,1,11/15/2021,11:39,14:01,SM,Blank,Blank,4,D3,D,3,SMBlankBlank,Past,N,-2.77160025292093,-1.82019963257192,0.660843520322335,0.000117022276302929,0.00235565842197796,
2,7,2,1,11/15/2021,11:39,14:01,SM,Pasteuria,STD,6,D4,D,4,SMPasteuriaSTD,Past,N,-1.3844906364112,-1.82019963257192,0.660843520322335,-5.35922065277682e-05,-0.00107881111740397,
2,7,2,1,11/15/2021,11:39,14:01,SM,Uninf,STD,9,D5,D,5,SMUninfSTD,Past,N,-2.19118605504741,-1.82019963257192,0.660843520322335,4.56313299644849e-05,0.000918558672185082,
2,7,2,1,11/15/2021,11:39,14:01,SM,Uninf,STD,6,D6,D,6,SMUninfSTD,Past,N,-2.38292425307426,-1.82019963257192,0.660843520322335,6.92151283217881e-05,0.00139330053311759,
2,7,3,1,11/15/2021,14:02,16:24,M,Uninf,MID,9,A1,A,1,MUninfMID,Past,N,-1.27788814786087,-1.06994307207625,0.426850569618719,2.55772443215078e-05,0.000514869928191951,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Pasteuria,MID,6,A2,A,2,MPasteuriaMID,Past,N,-1.12549721363602,-1.06994307207625,0.426850569618719,6.83315941185155e-06,0.000137551498960572,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Uninf,STD,8,A3,A,3,MUninfSTD,Past,N,-1.21560497182696,-1.06994307207625,0.426850569618719,1.79164136693368e-05,0.000360657407163749,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Pasteuria,STD,7,A4,A,4,MPasteuriaSTD,Past,N,-0.970043824565446,-1.06994307207625,0.426850569618719,-1.22876074438294e-05,-0.000247349537844286,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Uninf,STD,6,A5,A,5,MUninfSTD,Past,Y,-1.14270272221138,-1.06994307207625,0.426850569618719,8.94943696662052e-06,0.000180152166138071,Set up 20 min earlier than start time at 13:40; died during respiration
2,7,3,1,11/15/2021,14:02,16:24,M,Blank,Blank,1,A6,A,6,MBlankBlank,Past,N,-0.552463609163385,-1.06994307207625,0.426850569618719,-6.3649973938283e-05,-0.00128127397537764,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Pasteuria,MID,10,B1,B,1,MPasteuriaMID,Past,N,-0.846831462810688,-1.06994307207625,0.426850569618719,-2.74427279396646e-05,-0.000552422113425449,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Blank,Blank,3,B2,B,2,MBlankBlank,Past,N,-1.5003536944044,-1.06994307207625,0.426850569618719,5.29405065463621e-05,0.00106569239677827,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Pasteuria,STD,6,B3,B,3,MPasteuriaSTD,Past,N,-1.00347853985123,-1.06994307207625,0.426850569618719,-8.17513746367824e-06,-0.000164565517143843,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Uninf,MID,7,B4,B,4,MUninfMID,Past,N,-1.71875046776128,-1.06994307207625,0.426850569618719,7.98033096692584e-05,0.00160644062364217,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Pasteuria,STD,9,B5,B,5,MPasteuriaSTD,Past,N,-1.76549069043685,-1.06994307207625,0.426850569618719,8.55523570583527e-05,0.00172216894758464,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Uninf,STD,10,B6,B,6,MUninfSTD,Past,N,-1.77402790369309,-1.06994307207625,0.426850569618719,8.66024342888703e-05,0.00174330700223496,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Uninf,STD,9,C1,C,1,MUninfSTD,Past,N,-1.19271497561806,-1.06994307207625,0.426850569618719,1.51009441356419e-05,0.000303982005450471,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Pasteuria,MID,7,C2,C,2,MPasteuriaMID,Past,N,-1.56211805983973,-1.06994307207625,0.426850569618719,6.05375234949076e-05,0.00121862034795249,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Blank,Blank,2,C3,C,3,MBlankBlank,Past,N,-1.32534471081167,-1.06994307207625,0.426850569618719,3.14144015644565e-05,0.000632371903492509,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Pasteuria,MID,8,C4,C,4,MPasteuriaMID,Past,N,-1.76391392487986,-1.06994307207625,0.426850569618719,8.53584148948434e-05,0.0017182648918332,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Pasteuria,STD,10,C5,C,5,MPasteuriaSTD,Past,N,-1.3208786371802,-1.06994307207625,0.426850569618719,3.08650745077851e-05,0.000621313949841713,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Uninf,MID,8,C6,C,6,MUninfMID,Past,Y,-0.579802739971794,-1.06994307207625,0.426850569618719,-6.02872608488487e-05,-0.00121358256088732,Set up 20 min earlier than start time at 13:40; died overnight after respiration, before feeding rate trial
2,7,3,1,11/15/2021,14:02,16:24,M,Uninf,MID,6,D1,D,1,MUninfMID,Past,Y,-1.64967866687041,-1.06994307207625,0.426850569618719,7.13074781596808e-05,0.00143541953535437,Set up 20 min earlier than start time at 13:40; died overnight after respiration, before feeding rate trial
2,7,3,1,11/15/2021,14:02,16:24,M,Pasteuria,STD,8,D2,D,2,MPasteuriaSTD,Past,N,-1.01315898036252,-1.06994307207625,0.426850569618719,-6.98444328078951e-06,-0.000140596843242293,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Pasteuria,MID,9,D3,D,3,MPasteuriaMID,Past,N,-0.949671464187952,-1.06994307207625,0.426850569618719,-1.47934077702612e-05,-0.000297791298415358,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Uninf,MID,10,D4,D,4,MUninfMID,Past,N,-1.85065665290206,-1.06994307207625,0.426850569618719,9.60277704415742e-05,0.00193303901898889,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Blank,Blank,4,D5,D,5,MBlankBlank,Past,N,-0.901610273925559,-1.06994307207625,0.426850569618719,-2.07049341725355e-05,-0.00041679032489314,Set up 20 min earlier than start time at 13:40
2,7,3,1,11/15/2021,14:02,16:24,M,Uninf,MID,7,D6,D,6,MUninfMID,Past,N,-1.55476818498377,-1.06994307207625,0.426850569618719,5.96334888876238e-05,0.00120042213130787,Set up 20 min earlier than start time at 13:40
2,7,4,1,11/15/2021,16:28,19:07,M+,Uninf,STD,8,A1,A,1,M+UninfSTD,Past,N,-0.976149808746884,-1.61113650434055,0.230488805084506,-7.81033635580204e-05,-0.00157222070842295,
2,7,4,1,11/15/2021,16:28,19:07,M+,Uninf,MID,8,A2,A,2,M+UninfMID,Past,N,-1.43047392822177,-1.61113650434055,0.230488805084506,-2.22214968626089e-05,-0.000447318731844318,
2,7,4,1,11/15/2021,16:28,19:07,M+,Pasteuria,STD,6,A3,A,3,M+PasteuriaSTD,Past,N,-1.53731327021528,-1.61113650434055,0.230488805084506,-9.08025779740816e-06,-0.000182785589461826,
2,7,4,1,11/15/2021,16:28,19:07,M+,Uninf,STD,7,A4,A,4,M+UninfSTD,Past,N,-2.05717929626256,-1.61113650434055,0.230488805084506,5.48632634064072e-05,0.00110439749237098,
2,7,4,1,11/15/2021,16:28,19:07,M+,Pasteuria,MID,7,A5,A,5,M+PasteuriaMID,Past,N,-1.99838434526328,-1.61113650434055,0.230488805084506,4.76314844334959e-05,0.000958821781646273,
2,7,4,1,11/15/2021,16:28,19:07,M+,Uninf,MID,7,A6,A,6,M+UninfMID,Past,N,-1.56542088124477,-1.61113650434055,0.230488805084506,-5.62302164078108e-06,-0.000113191425628923,
2,7,4,1,11/15/2021,16:28,19:07,M+,Uninf,MID,10,B1,B,1,M+UninfMID,Past,N,-1.70564969028508,-1.61113650434055,0.230488805084506,1.1625121871178e-05,0.000234013703266812,
2,7,4,1,11/15/2021,16:28,19:07,M+,Pasteuria,STD,7,B2,B,2,M+PasteuriaSTD,Past,N,-2.06629668000293,-1.61113650434055,0.230488805084506,5.59847016064736e-05,0.00112697204333831,
2,7,4,1,11/15/2021,16:28,19:07,M+,Blank,Blank,2,B3,B,3,M+BlankBlank,Past,N,-1.38176698633203,-1.61113650434055,0.230488805084506,-2.82124507150476e-05,-0.000567916632893909,
2,7,4,1,11/15/2021,16:28,19:07,M+,Pasteuria,MID,10,B4,B,4,M+PasteuriaMID,Past,N,-2.01773417991721,-1.61113650434055,0.230488805084506,5.00115140959297e-05,0.00100673177875107,
2,7,4,1,11/15/2021,16:28,19:07,M+,Blank,Blank,3,B5,B,5,M+BlankBlank,Past,N,-1.47996862435868,-1.61113650434055,0.230488805084506,-1.61336492377694e-05,-0.000324770359156298,
2,7,4,1,11/15/2021,16:28,19:07,M+,Pasteuria,STD,10,B6,B,6,M+PasteuriaSTD,Past,N,-1.23153411827774,-1.61113650434055,0.230488805084506,-4.66910934857251e-05,-0.000939891711867647,
2,7,4,1,11/15/2021,16:28,19:07,M+,Pasteuria,MID,8,C1,C,1,M+PasteuriaMID,Past,N,-1.55436269576777,-1.61113650434055,0.230488805084506,-6.9831784544509e-06,-0.000140571382288097,
2,7,4,1,11/15/2021,16:28,19:07,M+,Blank,Blank,4,C2,C,2,M+BlankBlank,Past,N,-1.68057589402945,-1.61113650434055,0.230488805084506,8.54104493173542e-06,0.000171931234475834,
2,7,4,1,11/15/2021,16:28,19:07,M+,Pasteuria,MID,9,C3,C,3,M+PasteuriaMID,Past,N,-1.20856084074402,-1.61113650434055,0.230488805084506,-4.95168066223733e-05,-0.000996773317308374,
2,7,4,1,11/15/2021,16:28,19:07,M+,Uninf,MID,9,C4,C,4,M+UninfMID,Past,N,-1.48046181079133,-1.61113650434055,0.230488805084506,-1.60729873065533e-05,-0.000323549234480918,
2,7,4,1,11/15/2021,16:28,19:07,M+,Pasteuria,MID,6,C5,C,5,M+PasteuriaMID,Past,N,-1.75204699659404,-1.61113650434055,0.230488805084506,1.733199054718e-05,0.000348892969714734,
2,7,4,1,11/15/2021,16:28,19:07,M+,Uninf,STD,6,C6,C,6,M+UninfSTD,Past,N,-2.94719082424574,-1.61113650434055,0.230488805084506,0.000164334681348338,0.00330805713554205,
2,7,4,1,11/15/2021,16:28,19:07,M+,Uninf,MID,6,D1,D,1,M+UninfMID,Past,N,-1.90137374440509,-1.61113650434055,0.230488805084506,3.5699180527939e-05,0.000718624504027412,
2,7,4,1,11/15/2021,16:28,19:07,M+,Pasteuria,STD,9,D2,D,2,M+PasteuriaSTD,Past,N,-0.992312643016646,-1.61113650434055,0.230488805084506,-7.61153349428398e-05,-0.00153220169239937,
2,7,4,1,11/15/2021,16:28,19:07,M+,Uninf,STD,9,D3,D,3,M+UninfSTD,Past,N,-3.07065107471237,-1.61113650434055,0.230488805084506,0.000179520292155735,0.00361374348109494,
2,7,4,1,11/15/2021,16:28,19:07,M+,Pasteuria,STD,8,D4,D,4,M+PasteuriaSTD,Past,N,-1.749078996658,-1.61113650434055,0.230488805084506,1.69669265550472e-05,0.0003415442315531,
2,7,4,1,11/15/2021,16:28,19:07,M+,Blank,Blank,1,D5,D,5,M+BlankBlank,Past,N,-1.90223451264202,-1.61113650434055,0.230488805084506,3.58050550210816e-05,0.000720755757574372,
2,7,4,1,11/15/2021,16:28,19:07,M+,Uninf,STD,10,D6,D,6,M+UninfSTD,Past,N,-1.30224002594393,-1.61113650434055,0.230488805084506,-3.79942668427843e-05,-0.000764824591545247,
1,8,1,1,11/16/2021,8:31,10:53,S,Blank,Blank,3,A1,A,1,SBlankBlank,Past,N,-0.505237910678786,-0.773527705567441,0.382270335184547,-3.29996447713046e-05,-0.000664282849246361,
1,8,1,1,11/16/2021,8:31,10:53,S,Pasteuria,MID,4,A2,A,2,SPasteuriaMID,Past,N,-1.37649929946614,-0.773527705567441,0.382270335184547,7.41655060495404e-05,0.00149295163677725,
1,8,1,1,11/16/2021,8:31,10:53,S,Uninf,STD,3,A3,A,3,SUninfSTD,Past,N,-1.2794853908569,-0.773527705567441,0.382270335184547,6.22327952906037e-05,0.00125274616919985,
1,8,1,1,11/16/2021,8:31,10:53,S,Uninf,MID,3,A4,A,4,SUninfMID,Past,N,-1.0675323698598,-0.773527705567441,0.382270335184547,3.61625737079604e-05,0.000727952608741243,
1,8,1,1,11/16/2021,8:31,10:53,S,Pasteuria,STD,4,A5,A,5,SPasteuriaSTD,Past,N,-1.16729214838058,-0.773527705567441,0.382270335184547,4.84330264660159e-05,0.000974956822760899,
1,8,1,1,11/16/2021,8:31,10:53,S,Uninf,MID,1,A6,A,6,SUninfMID,Past,N,-1.56651740890611,-0.773527705567441,0.382270335184547,9.75377335106563e-05,0.00196343457556951,
1,8,1,1,11/16/2021,8:31,10:53,S,Pasteuria,STD,2,B1,B,1,SPasteuriaSTD,Past,N,-1.61609431068073,-0.773527705567441,0.382270335184547,0.000103635692428935,0.00208618648859446,
1,8,1,1,11/16/2021,8:31,10:53,S,Uninf,MID,2,B2,B,2,SUninfMID,Past,N,-0.607536175625884,-0.773527705567441,0.382270335184547,-2.04169581828115e-05,-0.000410993368219996,
1,8,1,1,11/16/2021,8:31,10:53,S,Pasteuria,STD,5,B3,B,3,SPasteuriaSTD,Past,N,-1.5889260542094,-0.773527705567441,0.382270335184547,0.00010029399688296,0.00201891815725399,
1,8,1,1,11/16/2021,8:31,10:53,S,Uninf,STD,2,B4,B,4,SUninfSTD,Past,N,-0.904881950894013,-0.773527705567441,0.382270335184547,1.61565721751684e-05,0.000325231797886141,
1,8,1,1,11/16/2021,8:31,10:53,S,Pasteuria,MID,5,B5,B,5,SPasteuriaMID,Past,N,-0.866367492998355,-0.773527705567441,0.382270335184547,1.14192938540024e-05,0.000229870385281069,
1,8,1,1,11/16/2021,8:31,10:53,S,Blank,Blank,2,B6,B,6,SBlankBlank,Past,N,-0.830876291816628,-0.773527705567441,0.382270335184547,7.05387610865005e-06,0.000141994526067125,
1,8,1,1,11/16/2021,8:31,10:53,S,Uninf,MID,4,C1,C,1,SUninfMID,Past,N,-0.867399548732561,-0.773527705567441,0.382270335184547,1.15462367093098e-05,0.000232425744958407,
1,8,1,1,11/16/2021,8:31,10:53,S,Pasteuria,MID,2,C2,C,2,SPasteuriaMID,Past,N,-0.704077822369799,-0.773527705567441,0.382270335184547,-8.5423356333099e-06,-0.000171957216298528,
1,8,1,1,11/16/2021,8:31,10:53,S,Blank,Blank,4,C3,C,3,SBlankBlank,Past,N,-1.29183935456963,-0.773527705567441,0.382270335184547,6.37523328272691e-05,0.00128333445981293,
1,8,1,1,11/16/2021,8:31,10:53,S,NA,NA,NA,C4,C,4,SNANA,Past,N,NA,-0.773527705567441,0.382270335184547,NA,NA,
1,8,1,1,11/16/2021,8:31,10:53,S,Pasteuria,MID,1,C5,C,5,SPasteuriaMID,Past,N,-1.36679101471213,-0.773527705567441,0.382270335184547,7.29713870247971e-05,0.00146891402080917,
1,8,1,1,11/16/2021,8:31,10:53,S,Uninf,STD,4,C6,C,6,SUninfSTD,Past,N,-1.27074040037773,-0.773527705567441,0.382270335184547,6.11571614616655e-05,0.00123109366022333,
1,8,1,1,11/16/2021,8:31,10:53,S,Uninf,STD,1,D1,D,1,SUninfSTD,Past,N,-1.72520764360252,-0.773527705567441,0.382270335184547,0.000117056632378315,0.00235635000977548,
1,8,1,1,11/16/2021,8:31,10:53,S,Pasteuria,STD,3,D2,D,2,SPasteuriaSTD,Past,N,-0.852610875226504,-0.773527705567441,0.382270335184547,9.72722986806484e-06,0.000195809137244145,
1,8,1,1,11/16/2021,8:31,10:53,S,Uninf,STD,5,D3,D,3,SUninfSTD,Past,N,-0.848727316695693,-0.773527705567441,0.382270335184547,9.24955216877498e-06,0.00018619348515744,
1,8,1,1,11/16/2021,8:31,10:53,S,Pasteuria,STD,1,D4,D,4,SPasteuriaSTD,Past,N,-1.53415905841418,-0.773527705567441,0.382270335184547,9.35576564001491e-05,0.001883315623335,
1,8,1,1,11/16/2021,8:31,10:53,S,Blank,Blank,1,D5,D,5,SBlankBlank,Past,N,-0.46615726520472,-0.773527705567441,0.382270335184547,-3.78065641646146e-05,-0.000761046136633693,
1,8,1,1,11/16/2021,8:31,10:53,S,Pasteuria,MID,3,D6,D,6,SPasteuriaMID,Past,N,-0.845871489527039,-0.773527705567441,0.382270335184547,8.8982854270306e-06,0.000179122485646126,
1,8,2,1,11/16/2021,10:58,13:24,SM,Blank,Blank,1,A1,A,1,SMBlankBlank,Past,N,0.266468798911697,-0.794343432951321,0.71990467532941,-0.000130479904519151,-0.00262656047797051,
1,8,2,1,11/16/2021,10:58,13:24,SM,Uninf,STD,4,A2,A,2,SMUninfSTD,Past,N,-1.4549120196686,-0.794343432951321,0.71990467532941,8.12499361662248e-05,0.00163556121502611,
1,8,2,1,11/16/2021,10:58,13:24,SM,Pasteuria,MID,3,A3,A,3,SMPasteuriaMID,Past,N,-1.08468282943726,-0.794343432951321,0.71990467532941,3.57117457677707e-05,0.000718877442305224,
1,8,2,1,11/16/2021,10:58,13:24,SM,Pasteuria,STD,5,A4,A,4,SMPasteuriaSTD,Past,N,-1.35778656398523,-0.794343432951321,0.71990467532941,6.93035051171707e-05,0.00139507955800865,
1,8,2,1,11/16/2021,10:58,13:24,SM,Uninf,STD,2,A5,A,5,SMUninfSTD,Past,N,-1.5392523979679,-0.794343432951321,0.71990467532941,9.16238026970392e-05,0.0018443871482914,
1,8,2,1,11/16/2021,10:58,13:24,SM,Blank,Blank,4,A6,A,6,SMBlankBlank,Past,N,-0.961426453597567,-0.794343432951321,0.71990467532941,2.05512115394883e-05,0.000413695888289898,
1,8,2,1,11/16/2021,10:58,13:24,SM,NA,NA,NA,B1,B,1,SMNANA,Past,N,NA,-0.794343432951321,0.71990467532941,NA,NA,
